number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0004362,New,True,0,0,0,True,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 44,8/3/2016 14:48,Phone,Location 204,Category 61,Subcategory 164,Symptom 114,?,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 137,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 123,14/3/2016 10:38,24/3/2016 18:50
INC0004362,New,True,1,0,1,True,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 3,9/3/2016 09:36,Phone,Location 204,Category 61,Subcategory 164,Symptom 114,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 137,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 123,14/3/2016 10:38,24/3/2016 18:50
INC0004362,Active,True,1,0,2,True,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 698,9/3/2016 16:10,Phone,Location 204,Category 61,Subcategory 164,Symptom 114,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 123,14/3/2016 10:38,24/3/2016 18:50
INC0004362,Active,True,2,0,3,True,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 533,10/3/2016 12:20,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 59,Resolver 137,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 123,14/3/2016 10:38,24/3/2016 18:50
INC0004362,Resolved,True,2,0,5,True,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 510,14/3/2016 10:38,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 59,Resolver 137,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 123,14/3/2016 10:38,24/3/2016 18:50
INC0004362,Closed,False,2,0,6,False,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 59,Resolver 137,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 123,14/3/2016 10:38,24/3/2016 18:50
INC0004363,Active,True,0,0,0,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 135,8/3/2016 15:04,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,1,0,1,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 131,8/3/2016 18:41,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,1,0,2,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 131,8/3/2016 22:32,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,1,0,3,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 21,9/3/2016 05:22,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,1,0,4,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 57,10/3/2016 13:30,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,1,0,7,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 60,10/3/2016 14:59,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,2,0,9,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 60,10/3/2016 14:59,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,2,0,10,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 874,10/3/2016 15:29,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,3,0,11,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 874,10/3/2016 15:29,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,3,0,12,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 57,10/3/2016 16:31,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,4,0,15,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 131,10/3/2016 18:03,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,4,0,18,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 60,11/3/2016 12:37,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,4,0,19,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 60,11/3/2016 13:40,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,4,0,21,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 60,11/3/2016 13:42,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,5,0,22,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 60,11/3/2016 13:42,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,6,0,23,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 467,11/3/2016 22:09,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,6,0,24,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 874,14/3/2016 11:56,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,7,0,25,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 874,14/3/2016 11:56,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,7,0,26,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 60,15/3/2016 10:33,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Active,True,7,0,27,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 519,15/3/2016 12:17,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Resolved,True,7,0,28,True,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 519,15/3/2016 12:18,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004363,Closed,False,7,0,29,False,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 908,24/3/2016 18:59,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004364,Active,True,0,0,0,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 135,8/3/2016 14:49,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Active,True,0,0,1,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 131,8/3/2016 22:32,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Active,True,1,0,2,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 746,9/3/2016 00:39,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 79,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Active,True,2,0,3,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 135,9/3/2016 09:44,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Active,True,2,0,4,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 213,9/3/2016 12:50,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Awaiting User Info,True,2,0,5,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 213,9/3/2016 12:50,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Awaiting User Info,True,2,0,6,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 213,10/3/2016 14:59,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Resolved,True,2,0,7,True,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 213,10/3/2016 14:59,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004364,Closed,False,2,0,8,False,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004365,Awaiting User Info,True,0,0,0,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 129,8/3/2016 15:01,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Awaiting User Info,True,0,0,1,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 459,8/3/2016 15:09,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Awaiting User Info,True,0,0,4,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 135,10/3/2016 08:23,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Active,True,0,0,5,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 135,10/3/2016 08:23,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Active,True,1,0,6,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 131,10/3/2016 18:03,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Active,True,1,0,8,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 727,11/3/2016 01:50,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Active,True,1,0,9,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 727,11/3/2016 01:51,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Resolved,True,1,0,10,True,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 727,11/3/2016 01:54,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004365,Closed,False,1,0,11,False,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004367,Active,True,0,0,0,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 135,8/3/2016 14:58,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 192,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004367,Active,True,0,0,1,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 131,8/3/2016 22:32,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004367,Active,True,1,0,2,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 746,9/3/2016 00:51,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004367,Active,True,2,0,3,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 364,9/3/2016 08:17,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004367,Awaiting Problem,True,2,0,4,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 862,9/3/2016 10:43,Phone,Location 161,Category 46,Subcategory 94,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004367,Active,True,2,0,5,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 862,10/3/2016 17:01,Phone,Location 161,Category 46,Subcategory 94,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004367,Resolved,True,2,0,6,True,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 862,10/3/2016 17:07,Phone,Location 161,Category 46,Subcategory 94,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004367,Closed,False,2,0,8,False,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 908,24/3/2016 18:50,Phone,Location 161,Category 46,Subcategory 94,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004368,Awaiting User Info,True,0,0,0,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 44,8/3/2016 15:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 143,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
INC0004368,Awaiting User Info,True,0,0,1,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 516,8/3/2016 15:16,Phone,Location 204,Category 45,Subcategory 200,Symptom 143,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
INC0004368,Awaiting User Info,True,1,0,7,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 265,15/3/2016 12:04,Phone,Location 204,Category 45,Subcategory 200,Symptom 143,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
INC0004368,Awaiting User Info,True,2,0,8,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 555,15/3/2016 14:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 143,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
INC0004368,Awaiting User Info,True,2,0,9,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 164,15/3/2016 18:11,Phone,Location 204,Category 46,Subcategory 259,Symptom 272,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
INC0004368,Active,True,2,0,10,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 967,16/3/2016 10:55,Phone,Location 204,Category 46,Subcategory 259,Symptom 272,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
INC0004368,Active,True,2,0,12,True,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 265,21/3/2016 12:32,Phone,Location 204,Category 46,Subcategory 259,Symptom 272,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
