number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0008935,Awaiting User Info,True,0,0,5,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 60,24/3/2016 10:36,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Awaiting User Info,True,0,0,8,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 60,24/3/2016 13:21,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Awaiting User Info,True,1,0,9,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 60,24/3/2016 13:23,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 69,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Resolved,True,1,0,11,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 135,29/3/2016 15:21,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Active,True,1,1,12,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 442,30/3/2016 10:10,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Active,True,1,1,14,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 442,30/3/2016 10:10,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Active,True,2,1,15,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 135,1/4/2016 17:58,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 31,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Active,True,3,1,19,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 135,11/4/2016 17:01,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Active,True,3,1,20,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 241,12/4/2016 10:59,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Resolved,True,3,1,21,True,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 241,12/4/2016 10:59,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008935,Closed,False,3,1,22,False,Caller 2485,Opened by  55,18/3/2016 16:43,Created by 30,18/3/2016 16:53,Updated by 908,17/4/2016 11:07,Phone,Location 83,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 10:59,17/4/2016 11:07
INC0008936,New,True,0,0,0,True,Caller 3775,Opened by  109,18/3/2016 16:51,Created by 51,18/3/2016 16:54,Updated by 213,18/3/2016 16:54,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,21/3/2016 18:09,26/3/2016 18:59
INC0008936,New,True,1,0,1,True,Caller 3775,Opened by  109,18/3/2016 16:51,Created by 51,18/3/2016 16:54,Updated by 131,18/3/2016 17:43,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,21/3/2016 18:09,26/3/2016 18:59
INC0008936,Resolved,True,1,0,3,True,Caller 3775,Opened by  109,18/3/2016 16:51,Created by 51,18/3/2016 16:54,Updated by 467,21/3/2016 18:09,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,21/3/2016 18:09,26/3/2016 18:59
INC0008936,Closed,False,1,0,4,True,Caller 3775,Opened by  109,18/3/2016 16:51,Created by 51,18/3/2016 16:54,Updated by 908,26/3/2016 18:59,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,21/3/2016 18:09,26/3/2016 18:59
INC0008937,New,True,0,0,0,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 129,18/3/2016 17:17,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,New,True,0,0,2,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 859,21/3/2016 17:45,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,New,True,1,0,3,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 859,21/3/2016 17:45,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,New,True,2,0,4,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 131,21/3/2016 18:38,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,New,True,2,0,5,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 859,23/3/2016 11:46,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,New,True,3,0,6,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 859,23/3/2016 11:46,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,3,0,7,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 44,23/3/2016 12:24,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,3,0,8,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 60,24/3/2016 16:50,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,4,0,9,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 111,25/3/2016 19:44,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,4,0,10,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 874,26/3/2016 12:45,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,5,0,11,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 874,26/3/2016 12:45,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,5,0,12,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 60,28/3/2016 12:15,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,6,0,13,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 131,29/3/2016 18:03,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,6,0,14,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 60,30/3/2016 15:42,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,6,0,15,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 60,31/3/2016 09:36,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Active,True,6,0,16,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 60,1/4/2016 08:25,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 191,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Resolved,True,6,0,17,True,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 746,3/4/2016 01:39,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 191,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008937,Closed,False,6,0,18,False,Caller 1622,Opened by  55,18/3/2016 16:54,Created by 30,18/3/2016 17:17,Updated by 908,8/4/2016 01:59,Phone,Location 43,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 191,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 174,3/4/2016 01:39,8/4/2016 01:59
INC0008938,New,True,0,0,0,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 908,18/3/2016 16:55,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,?,?,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,New,True,1,0,2,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 336,22/3/2016 11:43,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,?,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,New,True,1,0,5,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,30/3/2016 18:13,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,?,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Awaiting Problem,True,1,0,6,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,30/3/2016 18:15,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,?,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Awaiting Problem,True,1,0,7,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,1/4/2016 11:30,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,?,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Awaiting Problem,True,1,0,8,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,3/5/2016 11:09,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,?,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Awaiting Problem,True,1,0,9,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,3/5/2016 11:09,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,Resolver 230,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Awaiting Problem,True,1,0,10,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,19/5/2016 15:40,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,Resolver 230,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Awaiting Problem,True,1,0,11,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,23/6/2016 09:36,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,Resolver 230,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Resolved,True,1,0,12,True,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 875,23/6/2016 09:38,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,Resolver 230,False,True,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008938,Closed,False,1,0,13,False,Caller 4487,Opened by  17,18/3/2016 16:55,?,?,Updated by 908,28/6/2016 10:00,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,?,2 - Medium,1 - High,2 - High,Group 75,Resolver 230,False,True,Do Not Notify,?,?,?,?,code 16,Resolved by 209,23/6/2016 09:38,28/6/2016 10:00
INC0008939,New,True,0,0,0,True,Caller 1228,Opened by  55,18/3/2016 16:55,Created by 30,18/3/2016 17:01,Updated by 129,18/3/2016 17:01,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,1 - High,2 - High,Group 25,Resolver 140,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,21/3/2016 11:22,26/3/2016 11:59
INC0008939,Resolved,True,0,0,1,True,Caller 1228,Opened by  55,18/3/2016 16:55,Created by 30,18/3/2016 17:01,Updated by 519,21/3/2016 11:22,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,1 - High,2 - High,Group 25,Resolver 140,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,21/3/2016 11:22,26/3/2016 11:59
INC0008939,Closed,False,0,0,2,False,Caller 1228,Opened by  55,18/3/2016 16:55,Created by 30,18/3/2016 17:01,Updated by 908,26/3/2016 11:59,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,1 - High,2 - High,Group 25,Resolver 140,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,21/3/2016 11:22,26/3/2016 11:59
INC0008940,New,True,0,0,0,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 214,18/3/2016 16:59,Phone,Location 42,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,New,True,0,0,1,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 277,21/3/2016 08:34,Phone,Location 42,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,New,True,1,0,2,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 277,21/3/2016 08:34,Phone,Location 42,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,New,True,2,0,3,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 555,21/3/2016 08:59,Phone,Location 42,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,New,True,3,0,4,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 929,21/3/2016 10:24,Phone,Location 42,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 15,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,New,True,4,0,5,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 164,22/3/2016 10:30,Phone,Location 42,Category 46,Subcategory 231,Symptom 263,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,Awaiting User Info,True,4,0,8,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 609,29/3/2016 17:11,Phone,Location 42,Category 46,Subcategory 231,Symptom 263,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,Resolved,True,4,0,18,True,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 609,28/4/2016 10:21,Phone,Location 42,Category 46,Subcategory 231,Symptom 263,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,True,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008940,Closed,False,4,0,19,False,Caller 1325,Opened by  108,18/3/2016 16:58,Created by 52,18/3/2016 16:59,Updated by 908,3/5/2016 11:07,Phone,Location 42,Category 46,Subcategory 231,Symptom 263,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,True,Do Not Notify,?,?,?,?,code 4,Resolved by 137,28/4/2016 10:21,3/5/2016 11:07
INC0008941,Active,True,0,0,0,True,Caller 5093,Opened by  17,18/3/2016 16:59,?,?,Updated by 908,18/3/2016 16:59,Phone,Location 93,Category 34,Subcategory 154,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 21,5/4/2016 12:26,10/4/2016 12:59
INC0008941,Active,True,0,0,6,True,Caller 5093,Opened by  17,18/3/2016 16:59,?,?,Updated by 88,5/4/2016 12:26,Phone,Location 93,Category 34,Subcategory 154,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 21,5/4/2016 12:26,10/4/2016 12:59
INC0008941,Resolved,True,1,0,7,True,Caller 5093,Opened by  17,18/3/2016 16:59,?,?,Updated by 88,5/4/2016 12:26,Phone,Location 93,Category 34,Subcategory 154,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 21,5/4/2016 12:26,10/4/2016 12:59
